Rank,Name,Genre,Global_Sales,Tier_Sale
8554,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,11,0.16,0
8555,Alone in the Dark: The New Nightmare,2,0.16,0
8556,The BIGS,11,0.16,0
8557,Flushed Away,5,0.16,0
8558,Eragon,1,0.16,0
8559,Scarface: Money. Power. Respect.,12,0.16,0
8560,Summon Night EX-Thesis: Yoake no Tsubasa,8,0.16,0
8561,Pro Yaky? Spirits 3,11,0.16,0
8562,Silent Scope 3,9,0.16,0
8563,World Series of Poker: Tournament of Champions 2007 Edition,4,0.16,0
8564,NASCAR Heat 2002,7,0.16,0
8565,Namco Classic Fighter Collection,3,0.16,0
8566,International Superstar Soccer Deluxe,11,0.16,0
8567,TNA iMPACT!,3,0.16,0
8568,Intellivision Lives!,4,0.16,0
8569,Field Commander,12,0.16,0
8570,Robots,1,0.16,0
8571,Little League World Series Baseball 2009,11,0.16,0
8572,The King of Fighters XII,3,0.16,0
8573,Doctor Who: Evacuation Earth,2,0.16,0
8574,Murdered: Soul Suspect,1,0.16,0
8575,Ener-G: Dance Squad,11,0.16,0
8576,Our House,12,0.16,0
8577,SimEarth: The Living Planet,10,0.16,0
8578,Major League Baseball 2K11,11,0.16,0
8579,Sengoku Basara: Chronicle Heroes,1,0.16,0
8580,NBA 2K12,11,0.16,0
8581,The Wild Thornberrys: Chimp Chase,1,0.16,0
8582,Power Stakes,11,0.16,0
8583,Fighters Destiny,3,0.16,0
8584,Asteroids Hyper 64,9,0.16,0
8585,The Powerpuff Girls: Chemical X-Traction,1,0.16,0
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,11,0.16,0
8587,Tom and Jerry in Fists of Furry,3,0.16,0
8588,Hydro Thunder,7,0.16,0
8589,Space Invaders,9,0.16,0
8590,Starcraft 64,12,0.16,0
8591,Destruction Derby 64,7,0.16,0
8592,Buck Bumble,1,0.16,0
8593,California Speed,4,0.16,0
8594,Wonder Project J2: Koruro no Mori no Josette,10,0.16,0
8595,Culdcept SAGA,8,0.16,0
8596,Take A Break's: Puzzle Master,6,0.16,0
8597,Dragon Ball: Origins 2,1,0.16,0
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,4,0.16,0
8599,Innocent Life: A Futuristic Harvest Moon,10,0.16,0
8600,The Crew,7,0.16,0
8601,Macross Ace Frontier,10,0.16,0
8602,Black & Bruised,3,0.16,0
8603,Sherlock Holmes vs. Jack the Ripper,2,0.16,0
8604,.hack//G.U. Vol.2//Reminisce (jp sales),8,0.16,0
8605,Rapala Pro Fishing,11,0.16,0
8606,TimeShift,9,0.16,0
8607,Blitz: The League,11,0.16,0
8608,Scripps Spelling Bee,10,0.16,0
8609,MotionSports: Adrenaline,11,0.16,0
8610,Ener-G Horse Riders,11,0.16,0
8611,Time Hollow,2,0.16,0
8612,Farming Simulator 2013,10,0.16,0
8613,Rudolph the Red-Nosed Reindeer,1,0.16,0
8614,Shinobido 2: Tales of the Ninja,1,0.16,0
8615,SpongeBob's Truth or Square,1,0.16,0
8616,Ghost in the Shell: Stand Alone Complex,2,0.16,0
8617,Rondo of Swords (US sales),8,0.16,0
8618,Bulletstorm,9,0.16,0
8619,Battle Soccer: Field no Hasha,11,0.16,0
8620,Shaun White Skateboarding,11,0.16,0
8621,MLB 11: The Show,11,0.16,0
8622,Vegas Party,4,0.16,0
8623,Amped 3,11,0.16,0
8624,Family Party: 30 Great Games Outdoor Fun,4,0.16,0
8625,FlatOut 2,7,0.16,0
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,3,0.16,0
8627,FIFA Soccer 96,11,0.16,0
8628,Burger Island,1,0.16,0
8629,Dynasty Warriors 8,1,0.16,0
8630,NCAA Final Four 2001,11,0.16,0
8631,Tak and the Guardians of Gross,1,0.16,0
8632,Just Dance: Disney Party,4,0.16,0
8633,LEGO The Lord of the Rings,1,0.16,0
8634,Dengeki Bunko Fighting Climax,3,0.16,0
8635,J-League Jikkyou Winning Eleven 2000,11,0.16,0
8636,Eve: The Lost One,2,0.16,0
8637,Chessmaster: The Art of Learning,4,0.16,0
8638,Yu-Gi-Oh! 5D's: Duel Transer,12,0.16,0
8639,LEGO Legends of Chima: Laval's Journey,2,0.16,0
8640,Konami Krazy Racers,7,0.16,0
8641,Saturday Night Slam Masters,3,0.16,0
8642,Blitz: The League II,11,0.16,0
8643,F-Zero: GP Legend,7,0.16,0
8644,Racing Lagoon,7,0.16,0
8645,Victorious: Hollywood Arts Debut,4,0.16,0
8646,Mr. Driller 2,6,0.16,0
8647,Just Sing!,4,0.16,0
8648,Darksiders II,1,0.16,0
8649,Dragon's Lair Trilogy,2,0.16,0
8650,Trivial Pursuit: Bet You Know It,4,0.16,0
8651,Imagine: Ice Champions,11,0.16,0
8652,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,11,0.16,0
8653,Nicktoons: MLB,11,0.16,0
8654,Sniper: Ghost Warrior,9,0.16,0
8655,Left Brain Right Brain: Use Both Hands Train Both Sides,4,0.16,0
8656,Rio,4,0.16,0
8657,Power Rangers Double Pack,1,0.16,0
8658,Mugen Souls,8,0.16,0
8659,Yakuza Kiwami,2,0.16,0
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,4,0.16,0
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",11,0.16,0
8662,FIFA Soccer 97,11,0.16,0
8663,Saw II: Flesh & Blood,1,0.16,0
8664,Psychic Force,3,0.16,0
8665,Trigger Man,9,0.16,0
8666,Bomberman Land Touch! 2,6,0.16,0
8667,Michael Jackson: The Experience,4,0.16,0
8668,The Godfather: Blackhand Edition,2,0.16,0
8669,StarBlade Î±,9,0.16,0
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,12,0.16,0
8671,Tiger Woods PGA Tour 2004,11,0.16,0
8672,Monster House,2,0.16,0
8673,Angry Birds Star Wars,12,0.16,0
8674,Backyard Sports: Sandlot Sluggers,11,0.16,0
8675,Guilty Gear Xrd: Sign,3,0.16,0
8676,Arcade Zone,4,0.16,0
8677,SpongeBob's Boating Bash,4,0.16,0
8678,7th Dragon III Code: VFD,8,0.16,0
8679,DiRT 3,7,0.16,0
8680,Culdcept,4,0.16,0
8681,Birds of Steel,10,0.16,0
8682,Rudolph the Red-Nosed Reindeer,1,0.16,0
8683,WWE '13,1,0.16,0
8684,MX 2002 Featuring Ricky Carmichael,7,0.16,0
8685,Halo Triple Pack,9,0.16,0
8686,Street Racer,7,0.16,0
8687,Bomberman,6,0.16,0
8688,NBA 2K3,11,0.16,0
8689,Arcana Heart,3,0.16,0
8690,NHL 2005,11,0.16,0
8691,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,11,0.16,0
8692,Infected,9,0.16,0
8693,Battlestar Galactica,9,0.16,0
8694,The Walking Dead: Season One,2,0.16,0
8695,Kingdom Hearts: Birth by Sleep - Final Mix,8,0.16,0
8696,Bust-A-Move Bash!,6,0.16,0
8697,Block Party,4,0.16,0
8698,Toriko: Gourmet Monsters!,8,0.16,0
8699,The Incredible Hulk: The Pantheon Saga,1,0.16,0
8700,Darksiders II,1,0.16,0
8701,Megamind: Ultimate Showdown,1,0.16,0
8702,The Idolm@ster 2,4,0.16,0
8703,Space Camp,1,0.16,0
8704,Imagine: Music Fest,10,0.16,0
8705,AC/DC LIVE: Rock Band Track Pack,4,0.16,0
8706,Senran Kagura: Sh?jo-tachi no Shinei,1,0.16,0
8707,Ultimate Spider-Man,1,0.16,0
8708,Fist of the North Star: Ken's Rage,1,0.16,0
8709,Jurassic Park: The Game,1,0.16,0
8710,He-Man: Power of Grayskull,1,0.16,0
8711,WordJong,6,0.16,0
8712,Putty Squad,5,0.16,0
8713,Polaris SnoCross,7,0.16,0
8714,Wing Commander III: Heart of the Tiger,1,0.16,0
8715,Top Spin 4,11,0.16,0
8716,Prince of Persia: The Forgotten Sands,1,0.16,0
8717,Mat Hoffman's Pro BMX 2,11,0.16,0
8718,Muppet RaceMania,7,0.15,0
8719,Namco Museum Vol.5,4,0.15,0
8720,Courier Crisis,7,0.15,0
8721,Bleach: Dark Souls,3,0.15,0
8722,The Oregon Trail,10,0.15,0
8723,Digimon Battle Spirit 2,3,0.15,0
8724,Winning Post 3,7,0.15,0
8725,FIFA 06: Road to FIFA World Cup,11,0.15,0
8726,Driven,7,0.15,0
8727,F.E.A.R. 3,9,0.15,0
8728,de Blob 2,5,0.15,0
8729,"Warhammer 40,000: Fire Warrior",9,0.15,0
8730,Hot Wheels: Battle Force 5,7,0.15,0
8731,James Noir's Hollywood Crimes,2,0.15,0
8732,Deadly Premonition,1,0.15,0
8733,Bomberman,6,0.15,0
8734,MTV Music Generator 2,4,0.15,0
8735,The Quest Trio,6,0.15,0
8736,Chaotic: Shadow Warriors,1,0.15,0
8737,Space Invaders Extreme,9,0.15,0
8738,Burnout 2: Point of Impact,7,0.15,0
8739,Paris-Dakar Rally,7,0.15,0
8740,All-Pro Football 2K8,11,0.15,0
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),8,0.15,0
8742,Atelier Iris: Eternal Mana,8,0.15,0
8743,Blinx 2: Masters of Time & Space,5,0.15,0
8744,Stormrise,12,0.15,0
8745,NHL 2K10,11,0.15,0
8746,FIFA Street 2,11,0.15,0
8747,Tak: The Great Juju Challenge,5,0.15,0
8748,Deponia,2,0.15,0
8749,Harvest Moon: The Lost Valley,10,0.15,0
8750,Knockout Kings 2003,11,0.15,0
8751,NCAA Football 2004,11,0.15,0
8752,XGIII: Extreme G Racing,7,0.15,0
8753,NHL 17,11,0.15,0
8754,Jewel Quest Solitaire,6,0.15,0
8755,Metal Gear Solid V: Ground Zeroes,1,0.15,0
8756,Digimon World 4,8,0.15,0
8757,Cars: Race-O-Rama,7,0.15,0
8758,Disney's Story Studio: Disney's Mulan,4,0.15,0
8759,Klax,6,0.15,0
8760,Pressure Cooker,1,0.15,0
8761,Saturn Bomberman,6,0.15,0
8762,Home Run,11,0.15,0
8763,Jikkyou Powerful Pro Yakyuu Portable,11,0.15,0
8764,The Adventures of Tintin: The Game,1,0.15,0
8765,American Chopper,7,0.15,0
8766,Sonny with a Chance,1,0.15,0
8767,Murdered: Soul Suspect,1,0.15,0
8768,Farm Frenzy: Animal Country,10,0.15,0
8769,Kingdom Under Fire: Heroes,12,0.15,0
8770,Wolfenstein: The Old Blood,1,0.15,0
8771,The Terminator: Dawn of Fate,1,0.15,0
8772,Cartoon Network Collection: Game Boy Advance Video Special Edition,4,0.15,0
8773,Naruto Shippuden: Legends: Akatsuki Rising,3,0.15,0
8774,Scooby-Doo! Unmasked,5,0.15,0
8775,Streak: Hoverboard Racing,7,0.15,0
8776,Samurai Warriors: Katana,1,0.15,0
8777,Project Sylpheed: Arc of Deception,9,0.15,0
8778,Enthusia Professional Racing,7,0.15,0
8779,NCAA GameBreaker 2001,11,0.15,0
8780,Get On Da Mic,4,0.15,0
8781,Heroes of Mana,12,0.15,0
8782,Jurassic: The Hunted,9,0.15,0
8783,Army Men: Sarge's War,9,0.15,0
8784,Horse Life Adventures,10,0.15,0
8785,Amagami,2,0.15,0
8786,Ice Age 2: The Meltdown,5,0.15,0
8787,Jikkyou Powerful Pro Yakyuu 2009,11,0.15,0
8788,Blazing Angels 2: Secret Missions of WWII,10,0.15,0
8789,Bigfoot: Collision Course,7,0.15,0
8790,Marvel Super Hero Squad: The Infinity Gauntlet,1,0.15,0
8791,Kidou Senkan Nadesico,12,0.15,0
8792,Tears to Tiara II: Heir of the Overlord,8,0.15,0
8793,Frogger's Adventures: The Rescue,5,0.15,0
8794,The Incredibles: Rise of the Underminer,1,0.15,0
8795,Darksiders,1,0.15,0
8796,The Secret Saturdays: Beasts of the 5th Sun,1,0.15,0
8797,Countdown: The Game,6,0.15,0
8798,Active Life Explorer,11,0.15,0
8799,MLB Power Pros 2008,11,0.15,0
8800,The Fairly Odd Parents: Clash with the Anti-World,2,0.15,0
8801,Theatrhythm Dragon Quest,4,0.15,0
8802,Major League Baseball 2K10,11,0.15,0
8803,Naruto: Powerful Shippuden,5,0.15,0
8804,Disney's The Lion King: Simba's Mighty Adventure,1,0.15,0
8805,Family Party: Fitness Fun,11,0.15,0
8806,Thor: God of Thunder,1,0.15,0
8807,Fantastic Four: Rise of the Silver Surfer,1,0.15,0
8808,Metal Slug Anthology,9,0.15,0
8809,GoldenEye 007 (2010),1,0.15,0
8810,Jikkyou Powerful Pro Yakyuu 2012,1,0.15,0
8811,All Japan Pro Wrestling featuring Virtua,3,0.15,0
8812,Rudra no Hihou,8,0.15,0
8813,Gundam Breaker 2,1,0.15,0
8814,Prince of Persia: The Sands of Time,1,0.15,0
8815,Cake Mania: In The Mix!,6,0.15,0
8816,Zoids: Battle Legends,1,0.15,0
8817,World Series Baseball 2K3,11,0.15,0
8818,Serious Sam,9,0.15,0
8819,Kowloon's Gate,2,0.15,0
8820,Killer7,1,0.15,0
8821,Kingdom of Paradise,8,0.15,0
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,6,0.15,0
8823,NBA Street Homecourt,11,0.15,0
8824,The Sims Medieval: Pirates and Nobles,10,0.15,0
8825,The Cursed Crusade,1,0.15,0
8826,Super Monkey Ball Adventure,5,0.15,0
8827,Kids Learn Math: A+ Edition,4,0.15,0
8828,FIFA Soccer 2002,11,0.15,0
8829,Build-A-Bear Workshop: Welcome to Hugsville,4,0.15,0
8830,Street Fighter Anniversary Collection,3,0.15,0
8831,Final Fantasy XI: Vana'diel Collection 2008,8,0.15,0
8832,Suzumiya Haruhi no Yakusoku,2,0.15,0
8833,Shadow Ops: Red Mercury,9,0.15,0
8834,Indigo Prophecy,2,0.15,0
8835,Mind Zero,8,0.15,0
8836,World League Soccer,11,0.15,0
8837,NBA ShootOut 2001,11,0.15,0
8838,Earth Defense Force 2025,9,0.15,0
8839,Spider-Man: Friend or Foe,1,0.15,0
8840,Ultimate Board Game Collection,4,0.15,0
8841,Syndicate,9,0.15,0
8842,Samurai Shodown Anthology,3,0.15,0
8843,NBA 09: The Inside,11,0.15,0
8844,Musashi: Samurai Legend,8,0.15,0
8845,Saint Seiya: Soldiers' Soul,3,0.15,0
8846,Terraria,1,0.15,0
8847,Castlevania: Lords of Shadow - Mirror of Fate,1,0.15,0
8848,3rd Super Robot Wars Z: Tengoku-Hen,1,0.15,0
8849,Fantasia: Music Evolved,4,0.15,0
8850,PokÃ©mon: Johto Photo Finish: Game Boy Advance Video,4,0.15,0
8851,F1 2001,7,0.15,0
8852,The Legend of Heroes: Trails of Cold Steel II,8,0.15,0
8853,Top Gun: Combat Zones,10,0.15,0
8854,J-League Victory Goal,11,0.15,0
8855,Bakugan Battle Brawlers: Defenders of the Core,1,0.15,0
8856,Oreshika: Tainted Bloodlines,8,0.15,0
8857,White Knight Chronicles: Origins,8,0.15,0
8858,Return to PopoloCrois: A Story of Seasons Fairytale,10,0.15,0
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,1,0.15,0
8860,History Civil War: Secret Missions,9,0.15,0
8861,NHL 09,11,0.15,0
8862,Mirror's Edge Catalyst,5,0.15,0
8863,Derby Stallion 64,11,0.15,0
8864,Doraemon 3: Nobi Dai no Machi SOS!,5,0.15,0
8865,Space Station Silicon Valley,2,0.15,0
8866,Dark Rift,3,0.15,0
8867,Tokyo Xanadu,8,0.15,0
8868,All-Star Baseball 2003,11,0.15,0
8869,Burger Island,1,0.15,0
8870,Petz: Dogz Talent Show,10,0.15,0
8871,T'ai Fu: Wrath of the Tiger,1,0.15,0
8872,Rocky,3,0.15,0
8873,Ford Racing 2,7,0.15,0
8874,Odin Sphere: Leifthrasir,8,0.15,0
8875,Sam & Max: Season One,2,0.15,0
8876,Virtua Tennis 4,11,0.15,0
8877,Tetris Attack,6,0.15,0
8878,Candace Kane's Candy Factory,1,0.15,0
8879,BloodRayne 2,9,0.15,0
8880,Hot Wheels: Beat That!,7,0.15,0
8881,Soldier of Fortune: Payback,9,0.15,0
8882,Jaws Unleashed,1,0.15,0
8883,Pro Yaky? Spirits 6,11,0.15,0
8884,Star Trek: Voyager Elite Force,9,0.15,0
8885,X-Men: The Official Game,1,0.15,0
8886,Brain Boost: Gamma Wave,6,0.15,0
8887,Scarface: The World is Yours,1,0.15,0
8888,Rock Band: Metal Track Pack,4,0.15,0
8889,Chessmaster II,12,0.15,0
8890,All-Star Baseball 2003,11,0.15,0
8891,Scooby-Doo! Mystery Mayhem,1,0.15,0
8892,Winning Post 4,11,0.15,0
8893,Major League Baseball 2K13,11,0.15,0
8894,DreamWorks Super Star Kartz,7,0.15,0
8895,Pro Baseball Spirits 2015,1,0.15,0
8896,187: Ride or Die,7,0.15,0
8897,Curious George,1,0.15,0
8898,Strawberry Shortcake: Game Boy Advance Video Volume 1,4,0.15,0
8899,Armored Core: For Answer,10,0.15,0
8900,Geist,2,0.15,0
8901,eJay Clubworld,4,0.15,0
8902,Cardinal Syn,3,0.15,0
8903,Charm Girls Club: Pajama Party,4,0.15,0
8904,Street Fighter Alpha 3,3,0.15,0
8905,The Wizard of Oz: Beyond The Yellow Brick Road,8,0.15,0
8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,9,0.15,0
8907,Ridge Racer DS,7,0.15,0
8908,Warriors Orochi 3,1,0.15,0
8909,Nancy Drew: The White Wolf of Icicle Creek,2,0.15,0
8910,Super Street Fighter II,3,0.15,0
8911,Metal Gear Solid: Peace Walker HD Edition,1,0.15,0
8912,Battle Stadium D.O.N,3,0.15,0
8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,11,0.15,0
8914,Brain Boost: Beta Wave,6,0.15,0
8915,Power Pro Kun Pocket 9,11,0.15,0
8916,Rubik's World,6,0.15,0
8917,Gallop & Ride!,11,0.15,0
8918,Shenmue II,2,0.15,0
8919,Major League Baseball 2K8,11,0.15,0
8920,Capcom Classics Collection,4,0.15,0
8921,Fugitive Hunter: War on Terror,9,0.15,0
8922,The Incredible Hulk: Ultimate Destruction,1,0.15,0
8923,Prince of Persia: The Two Thrones,1,0.15,0
8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2,0.15,0
8925,Baseball Blast!,11,0.15,0
8926,Pac-Man World 3,5,0.15,0
8927,The Walking Dead: Season Two,2,0.15,0
8928,Harvest Moon: Hero of Leaf Valley,10,0.15,0
8929,Phantasy Star Online Episode I & II,8,0.15,0
8930,F1 2012,7,0.15,0
8931,All-Star Baseball 2005,11,0.15,0
8932,Rayman Raving Rabbids,4,0.15,0
8933,Kung-Fu: High Impact,1,0.15,0
8934,SNK Arcade Classics Vol. 1,4,0.15,0
8935,Darkstalkers Chronicle: The Chaos Tower,3,0.15,0
8936,NHL 2K10,11,0.15,0
8937,Batman Begins,1,0.15,0
8938,Toy Story Racer,7,0.15,0
8939,Yakuza: Ishin,1,0.15,0
8940,F1 2011,7,0.15,0
8941,Disney's Donald Duck: Goin' Quackers,5,0.15,0
8942,Mobile Suit Gundam: Perfect One Year War,12,0.15,0
8943,Galerians,2,0.15,0
8944,Crash: Twinsanity,5,0.15,0
8945,DrumMania,10,0.15,0
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),1,0.15,0
8947,Code:Realize - Sousei no Himegimi,2,0.15,0
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,1,0.15,0
8949,Deus Ex: Mankind Divided,8,0.15,0
8950,Arena Football,11,0.15,0
8951,Tamagotchi no Narikiri Channel,8,0.15,0
8952,Power Pro Kun Pocket 1+2,11,0.15,0
8953,Rayman Origins,5,0.15,0
8954,Thor: God of Thunder,1,0.15,0
8955,Medal of Honor: Infiltrator,9,0.15,0
8956,Risen 2: Dark Waters,8,0.15,0
8957,Blazing Dragons,2,0.15,0
8958,Geometry Wars: Galaxies,9,0.15,0
8959,Super Monkey Ball Deluxe,4,0.15,0
8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,8,0.15,0
8961,Shin Chan: Â¡Aventuras de Cine!,5,0.15,0
8962,Alien: Isolation,9,0.15,0
8963,High Velocity Bowling,11,0.15,0
8964,Tamagotchi Collection,4,0.15,0
8965,Pac-Man Party 3D,4,0.15,0
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",11,0.15,0
8967,Backyard Sports: Sandlot Sluggers,11,0.15,0
8968,Turbo Prop Racing,7,0.15,0
8969,Barbie Superpack: Secret Agent / Groovy Games,4,0.15,0
8970,Tom Clancy's Ghost Recon,9,0.15,0
8971,Dance Dance Revolution (North America),10,0.15,0
8972,Bakugan Battle Brawlers: Defenders of the Core,1,0.15,0
8973,Mad Dash Racing,7,0.15,0
8974,Dreamworks 2-in-1 Party Pack,4,0.15,0
8975,Summon Night 5,8,0.15,0
8976,MotoGP 2: Ultimate Racing Technology,7,0.15,0
8977,Black * Rock Shooter: The Game,8,0.15,0
8978,Travel Games For Dummies,4,0.15,0
8979,BMX XXX,11,0.15,0
8980,SafeCracker: The Ultimate Puzzle Adventure,6,0.15,0
8981,Tiger Woods PGA Tour,11,0.15,0
8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,3,0.15,0
8983,Sonic Advance & Sonic Pinball Party Combo Pack,4,0.15,0
8984,Boktai: The Sun is in Your Hand,8,0.15,0
8985,Cars: Mater-National Championship,7,0.15,0
8986,Making History: The Great War,12,0.15,0
8987,Drawn to Life Collection,4,0.15,0
8988,Guilty Gear X2 #Reload,3,0.15,0
8989,Wizardry VII: Gadeia no Houshu,8,0.15,0
8990,Dynasty Warriors 8: Xtreme Legends,1,0.15,0
8991,Moshi Monsters: Katsuma Unleashed,1,0.15,0
8992,Elf: The Movie,1,0.15,0
8993,Metal Slug 7,9,0.15,0
8994,MLB SlugFest 20-03,11,0.15,0
8995,Tamagotchi no Appare! Niji Venture,8,0.14,0
8996,Grabbed by the Ghoulies,1,0.14,0
8997,Ys: The Oath in Felghana,8,0.14,0
8998,Shadow Hearts: From The New World,8,0.14,0
8999,Mega Man Powered Up,5,0.14,0
9000,CSI: 3 Dimensions of Murder,2,0.14,0
9001,Barbarian,3,0.14,0
9002,QuickSpot,4,0.14,0
9003,Deception IV: Blood Ties,1,0.14,0
9004,Tennis no Oji-Sama: Aim at The Victory!,11,0.14,0
9005,L.A. Rush,7,0.14,0
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",8,0.14,0
9007,Where the Wild Things Are,5,0.14,0
9008,Pipe Dreams 3D,6,0.14,0
9009,Derby Stallion Gold,11,0.14,0
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,1,0.14,0
9011,Lost Dimension,8,0.14,0
9012,Fox Sports Golf '99,11,0.14,0
9013,Jurassic: The Hunted,9,0.14,0
9014,Power Rangers: Super Legends,1,0.14,0
9015,Sakura Wars GB,2,0.14,0
9016,Shining Force CD,12,0.14,0
9017,Rayman 3,5,0.14,0
9018,Fatal Frame,1,0.14,0
9019,The Fifth Element,1,0.14,0
9020,Kung Fu Panda 2,1,0.14,0
9021,Fast Food Panic,10,0.14,0
9022,Diner Dash: Flo on the Go,6,0.14,0
9023,Adrenalin Misfits,7,0.14,0
9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,2,0.14,0
9025,Wild ARMs 4,8,0.14,0
9026,Haunted House,1,0.14,0
9027,Ratatouille,1,0.14,0
9028,G.I. Joe: The Rise of Cobra,1,0.14,0
9029,Casper: Spirit Dimensions,5,0.14,0
9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),8,0.14,0
9031,Sengoku Musou 3 Empires,1,0.14,0
9032,Dream Pinball 3D,4,0.14,0
9033,Thunder Truck Rally,7,0.14,0
9034,Dishonored,1,0.14,0
9035,Klonoa: Empire of Dreams,5,0.14,0
9036,G.I. Joe: The Rise of Cobra,1,0.14,0
9037,Dragon Age: Origins - Ultimate Edition,8,0.14,0
9038,Balloon Pop,6,0.14,0
9039,Disney Infinity 2.0: Marvel Super Heroes,1,0.14,0
9040,Iron & Blood,3,0.14,0
9041,Asphalt: Urban GT 2,7,0.14,0
9042,Pinball Hall of Fame: The Gottlieb Collection,4,0.14,0
9043,Second Sight,2,0.14,0
9044,Spider-Man: Edge of Time,1,0.14,0
9045,Monster House,2,0.14,0
9046,Phantom Brave,8,0.14,0
9047,Just Cause,1,0.14,0
9048,ArmA II,9,0.14,0
9049,Championship Motocross 2001 featuring Ricky Carmichael,7,0.14,0
9050,Kenka Banchou 5: Otoko no Housoku,1,0.14,0
9051,Legend of the Guardians: The Owls of Ga'Hoole,1,0.14,0
9052,Doshin the Giant,10,0.14,0
9053,Shrek 2 and Shark Tale 2-in-1 Pack,4,0.14,0
9054,Star Ocean: Blue Sphere,8,0.14,0
9055,Mojo!,6,0.14,0
9056,Destroy All Humans! Big Willy Unleashed,1,0.14,0
9057,Age of Empires: Collector's Edition,12,0.14,0
9058,Ford Racing Off Road,7,0.14,0
9059,Kamen Rider Ryuki,1,0.14,0
9060,Front Mission Alternative,12,0.14,0
9061,World Championship Poker: Howard Lederer - All In,4,0.14,0
9062,FIFA Soccer 2005,11,0.14,0
9063,Cave Story 3D,5,0.14,0
9064,The Orange Box,9,0.14,0
9065,Super Dodgeball Brawlers,11,0.14,0
9066,Victorious Boxers: Revolution,3,0.14,0
9067,Record of Agarest War 2,8,0.14,0
9068,SBK 2011: FIM Superbike World Championship,7,0.14,0
9069,Power Stone,3,0.14,0
9070,Jonny Moseley Mad Trix,11,0.14,0
9071,Monster Lab,8,0.14,0
9072,Uta no * Prince-Sama: Repeat,2,0.14,0
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,1,0.14,0
9074,MTV Music Generator 3: This Is the Remix,4,0.14,0
9075,Cake Mania 3,10,0.14,0
9076,.hack//Link,8,0.14,0
9077,Terminator 3: Rise of the Machines,1,0.14,0
9078,Star Wars: Knights of the Old Republic,8,0.14,0
9079,SSX On Tour,11,0.14,0
9080,NCAA College Basketball 2K3,11,0.14,0
9081,Class of Heroes,8,0.14,0
9082,Yogi Bear: The Video Game,1,0.14,0
9083,Our House Party!,10,0.14,0
9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,8,0.14,0
9085,Cranium Kabookii,4,0.14,0
9086,Hero's Saga Laevatein Tactics,8,0.14,0
9087,Doom,9,0.14,0
9088,Gundam Breaker 2,1,0.14,0
9089,TRINITY: Souls of Zill O'll,8,0.14,0
9090,Mary-Kate and Ashley: Winners Circle,1,0.14,0
9091,PaRappa The Rapper 2,4,0.14,0
9092,Hexyz Force,8,0.14,0
9093,OutRun 2,7,0.14,0
9094,Okami,1,0.14,0
9095,Marvel vs. Capcom 2: New Age of Heroes,3,0.14,0
9096,Hitman: Blood Money,1,0.14,0
9097,Soukaigi,8,0.14,0
9098,Naruto Shippuden: Ninja Destiny 3,3,0.14,0
9099,Xevious 3D/G+,9,0.14,0
9100,Pipe Mania,6,0.14,0
9101,Gretzky NHL 06,11,0.14,0
9102,Shonen Jump's Shaman King: Master of Spirits,8,0.14,0
9103,PANGYA: Fantasy Golf,11,0.14,0
9104,NFL Blitz 20-03,11,0.14,0
9105,Sumikko Gurashi: Omise Hajimerundesu,1,0.14,0
9106,Pirates: The Legend of Black Kat,2,0.14,0
9107,Fur Fighters: Viggo's Revenge,1,0.14,0
9108,Krull,1,0.14,0
9109,Yu-Gi-Oh! Monster Capture GB,8,0.14,0
9110,Risen,8,0.14,0
9111,Top Spin 3,1,0.14,0
9112,Zapper: One Wicked Cricket!,5,0.14,0
9113,The Da Vinci Code,1,0.14,0
9114,Watch Dogs,1,0.14,0
9115,Mr. Driller: Drill Spirits,6,0.14,0
9116,Arctic Tale,2,0.14,0
9117,Scooby-Doo! Night of 100 Frights,5,0.14,0
9118,MX vs. ATV Reflex,7,0.14,0
9119,Anno 1701: Dawn of Discovery,10,0.14,0
